Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
2,0.5466,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.5726,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.5833,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.5507,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.5895,"language, text, model, word, models, based, information, task, natural, words",
9,0.6522,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.5433,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4726,"language, text, model, word, models, based, information, task, natural, words",
8,0.2995,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.4087,"data, system, learning, systems, research, human, machine, user, speech, s",
7,0.3661,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6935,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3919,"language, text, model, word, models, based, information, task, natural, words",
7,0.2656,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.4318,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.5621,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4734,"language, text, model, word, models, based, information, task, natural, words",
1,0.4152,"language, text, model, word, models, based, information, task, natural, words",
8,0.6592,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.6235,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4687,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.345,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.4307,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.35,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.5838,"language, text, model, word, models, based, information, task, natural, words",
5,0.4292,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.5719,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.3366,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.2527,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.6459,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.6681,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4529,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.4748,"language, text, model, word, models, based, information, task, natural, words",
1,0.4162,"language, text, model, word, models, based, information, task, natural, words",
0,0.3173,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.3458,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.4418,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.4462,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.5446,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.4525,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.342,"language, text, model, word, models, based, information, task, natural, words",
1,0.4641,"language, text, model, word, models, based, information, task, natural, words",
7,0.2147,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5857,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.2875,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.2751,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.5819,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3663,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3641,"language, text, model, word, models, based, information, task, natural, words",
8,0.7661,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.5855,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
9,0.5135,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6169,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.4145,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.2926,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4867,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.4454,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.4148,"language, text, model, word, models, based, information, task, natural, words",
6,0.646,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.7479,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4085,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.741,"language, text, model, word, models, based, information, task, natural, words",
3,0.414,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.3451,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.511,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.5916,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.6678,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4305,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.3248,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.5614,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.2896,"language, text, model, word, models, based, information, task, natural, words",
1,0.4929,"language, text, model, word, models, based, information, task, natural, words",
9,0.4024,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.6463,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3879,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.7076,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.2453,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3505,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.62,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.4686,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5212,"language, text, model, word, models, based, information, task, natural, words",
1,0.4332,"language, text, model, word, models, based, information, task, natural, words",
6,0.4982,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4334,"language, text, model, word, models, based, information, task, natural, words",
1,0.6925,"language, text, model, word, models, based, information, task, natural, words",
0,0.3361,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.5119,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3606,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.412,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.6188,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6153,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3101,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4342,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.6166,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.2785,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3127,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4809,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.4629,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3415,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.5791,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.3602,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.5494,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.6152,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.3176,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.2883,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.2724,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.366,"language, text, model, word, models, based, information, task, natural, words",
0,0.5913,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.4832,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.3416,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4548,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5723,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5891,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8165,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4474,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.583,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3839,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.2457,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.7888,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4845,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5148,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.4421,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.2512,"language, text, model, word, models, based, information, task, natural, words",
3,0.5125,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.6903,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.6219,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.6673,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4058,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.3871,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.4059,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.7448,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.4207,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.5278,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4668,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.6018,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8376,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3284,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4097,"language, text, model, word, models, based, information, task, natural, words",
8,0.3413,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.4002,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3829,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.467,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4444,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.3352,"language, text, model, word, models, based, information, task, natural, words",
1,0.3072,"language, text, model, word, models, based, information, task, natural, words",
3,0.426,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.4566,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.3032,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.4309,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7079,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3851,"language, text, model, word, models, based, information, task, natural, words",
8,0.451,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3506,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.5123,"language, text, model, word, models, based, information, task, natural, words",
6,0.5219,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3388,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5545,"language, text, model, word, models, based, information, task, natural, words",
8,0.5716,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4034,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.5814,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.5948,"language, text, model, word, models, based, information, task, natural, words",
4,0.9284,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3481,"language, text, model, word, models, based, information, task, natural, words",
1,0.5961,"language, text, model, word, models, based, information, task, natural, words",
1,0.5676,"language, text, model, word, models, based, information, task, natural, words",
1,0.4339,"language, text, model, word, models, based, information, task, natural, words",
0,0.4114,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.5424,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.5157,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5263,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.6184,"language, text, model, word, models, based, information, task, natural, words",
9,0.3933,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.1828,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.3012,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6636,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.6967,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.6554,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.2828,"language, text, model, word, models, based, information, task, natural, words",
9,0.4831,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.4654,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4696,"language, text, model, word, models, based, information, task, natural, words",
4,0.6011,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4155,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3318,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.4067,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.4298,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.3099,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.2809,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.5586,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.3806,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.2695,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8682,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4738,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8848,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4619,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4269,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5287,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7723,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4952,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.4002,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.4893,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3002,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.2257,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.5671,"language, text, model, word, models, based, information, task, natural, words",
3,0.3241,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.5994,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.3325,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.2951,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.3141,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.7114,"language, text, model, word, models, based, information, task, natural, words",
1,0.4339,"language, text, model, word, models, based, information, task, natural, words",
5,0.4145,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.5937,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.4845,"language, text, model, word, models, based, information, task, natural, words",
9,0.5318,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.5443,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4254,"language, text, model, word, models, based, information, task, natural, words",
0,0.4793,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.2403,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.7352,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.466,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.3836,"language, text, model, word, models, based, information, task, natural, words",
5,0.4103,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.3087,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.4985,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.5259,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.7457,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.5,"language, text, model, word, models, based, information, task, natural, words",
4,0.6064,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7296,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.2279,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.6204,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.4188,"language, text, model, word, models, based, information, task, natural, words",
4,0.4808,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.6927,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.5722,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.3129,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.5228,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.406,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.473,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5059,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.4762,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.3757,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.4466,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.2698,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.9255,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.3223,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.587,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.6714,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.4429,"data, system, learning, systems, research, human, machine, user, speech, s",
5,0.4178,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.4905,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7688,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4355,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.2592,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.6844,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.2805,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.5386,"language, text, model, word, models, based, information, task, natural, words",
6,0.3615,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4724,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4315,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.3614,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.4381,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.2616,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.6347,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.6985,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3577,"language, text, model, word, models, based, information, task, natural, words",
1,0.5844,"language, text, model, word, models, based, information, task, natural, words",
8,0.5302,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5391,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.5532,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.7154,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.5502,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.6969,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.3168,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3671,"language, text, model, word, models, based, information, task, natural, words",
5,0.2551,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.4908,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3659,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.2628,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.489,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.5348,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.3625,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.4693,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4959,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3528,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3521,"language, text, model, word, models, based, information, task, natural, words",
0,0.4858,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.442,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.6971,"language, text, model, word, models, based, information, task, natural, words",
1,0.6211,"language, text, model, word, models, based, information, task, natural, words",
4,0.8087,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3049,"language, text, model, word, models, based, information, task, natural, words",
5,0.5067,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.5416,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7133,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5914,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.6531,"language, text, model, word, models, based, information, task, natural, words",
8,0.6274,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8168,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3013,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.2831,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5757,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.5763,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.7795,"language, text, model, word, models, based, information, task, natural, words",
4,0.5801,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3877,"language, text, model, word, models, based, information, task, natural, words",
5,0.3089,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.6603,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.6336,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.478,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.2133,"language, text, model, word, models, based, information, task, natural, words",
9,0.3634,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.5915,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5553,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4345,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.5066,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.4133,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.4428,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.4982,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.282,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.3148,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.4322,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.3629,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.7801,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7988,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3866,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4038,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.3543,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.6428,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.5808,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.47,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.4738,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.2519,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3612,"language, text, model, word, models, based, information, task, natural, words",
6,0.5332,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5501,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.6912,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.3806,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3431,"language, text, model, word, models, based, information, task, natural, words",
7,0.298,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.8144,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.3891,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.2837,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.3449,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.215,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5913,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.5238,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.7124,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.412,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.426,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.6102,"language, text, model, word, models, based, information, task, natural, words",
4,0.7373,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.5011,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4281,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6649,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5571,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4685,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5035,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3425,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.3464,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4196,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3989,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.2993,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.6893,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.5227,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.2492,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5277,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.6109,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4029,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.289,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5775,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.3274,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.489,"language, text, model, word, models, based, information, task, natural, words",
4,0.8547,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.3025,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.5049,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5302,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.562,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.6278,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.6657,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8112,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.5014,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.283,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.4259,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.2827,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.5565,"image, network, method, propose, features, methods, art, state, 3d, feature",
